,Number of Bedrooms,County,Rent_Price,Land_Price,Population of County,Avg_Rent_By_Bedroom,Rent_Land_Ratio,vat_internal_€m,paye_income_tax_and_usc_€m,self_employed_income_tax_€m,corporation_tax_€m,capital_gains_tax_€m,VALUE
1603,All bedrooms,Roscommon,736.63,9000,70259,1298.127292225201,0.0818477777777777,87.07,69.21,25.23,25.76,8.88,52500
1604,Two bed,Roscommon,727.01,9000,70259,1274.9833802816902,0.0807788888888888,87.07,69.21,25.23,25.76,8.88,52500
1605,Three bed,Roscommon,712.43,9000,70259,1385.131496350365,0.0791588888888888,87.07,69.21,25.23,25.76,8.88,52500
1606,1 to 3 bed,Roscommon,711.68,9000,70259,1230.7152459016395,0.0790755555555555,87.07,69.21,25.23,25.76,8.88,52500
1607,Three bed,Roscommon,705.11,9000,70259,1385.131496350365,0.0783455555555555,87.07,69.21,25.23,25.76,8.88,52500
1608,1 to 2 bed,Roscommon,701.84,9000,70259,1184.0090322580645,0.0779822222222222,87.07,69.21,25.23,25.76,8.88,52500
1609,1 to 2 bed,Roscommon,692.9,9000,70259,1184.0090322580645,0.0769888888888888,87.07,69.21,25.23,25.76,8.88,52500
1610,Four plus bed,Roscommon,692.5,9000,70259,1680.8637333333334,0.0769444444444444,87.07,69.21,25.23,25.76,8.88,52500
1611,Three bed,Roscommon,692.33,9000,70259,1385.131496350365,0.0769255555555555,87.07,69.21,25.23,25.76,8.88,52500
1612,All bedrooms,Roscommon,688.19,9000,70259,1298.127292225201,0.0764655555555555,87.07,69.21,25.23,25.76,8.88,52500
1613,1 to 3 bed,Roscommon,673.33,9000,70259,1230.7152459016395,0.0748144444444444,87.07,69.21,25.23,25.76,8.88,52500
1614,All bedrooms,Roscommon,661.87,9000,70259,1298.127292225201,0.0735411111111111,87.07,69.21,25.23,25.76,8.88,52500
1615,1 to 3 bed,Roscommon,652.67,9000,70259,1230.7152459016395,0.0725188888888888,87.07,69.21,25.23,25.76,8.88,52500
1616,Two bed,Roscommon,643.41,9000,70259,1274.9833802816902,0.07149,87.07,69.21,25.23,25.76,8.88,52500
1617,Two bed,Roscommon,635.35,9000,70259,1274.9833802816902,0.0705944444444444,87.07,69.21,25.23,25.76,8.88,52500
1618,All bedrooms,Roscommon,628.47,9000,70259,1298.127292225201,0.06983,87.07,69.21,25.23,25.76,8.88,52500
1619,1 to 3 bed,Roscommon,624.37,9000,70259,1230.7152459016395,0.0693744444444444,87.07,69.21,25.23,25.76,8.88,52500
1620,1 to 2 bed,Roscommon,621.3,9000,70259,1184.0090322580645,0.0690333333333333,87.07,69.21,25.23,25.76,8.88,52500
1621,1 to 2 bed,Roscommon,609.77,9000,70259,1184.0090322580645,0.0677522222222222,87.07,69.21,25.23,25.76,8.88,52500
1622,Two bed,Roscommon,579.68,9000,70259,1274.9833802816902,0.0644088888888888,87.07,69.21,25.23,25.76,8.88,52500
1623,One bed,Roscommon,579.6,9000,70259,1057.0936904761904,0.0644,87.07,69.21,25.23,25.76,8.88,52500
1624,One bed,Roscommon,578.91,9000,70259,1057.0936904761904,0.0643233333333333,87.07,69.21,25.23,25.76,8.88,52500
1625,1 to 2 bed,Roscommon,559.81,9000,70259,1184.0090322580645,0.0622011111111111,87.07,69.21,25.23,25.76,8.88,52500
1626,Four plus bed,Sligo,1346.22,9900,70198,1680.8637333333334,0.1359818181818181,156.99,159.56,33.12,38.89,9.71,52284
1627,All bedrooms,Sligo,1145.13,9900,70198,1298.127292225201,0.1156696969696969,156.99,159.56,33.12,38.89,9.71,52284
1628,Four plus bed,Sligo,1095.5,9900,70198,1680.8637333333334,0.1106565656565656,156.99,159.56,33.12,38.89,9.71,52284
1629,Four plus bed,Sligo,1067.36,9900,70198,1680.8637333333334,0.1078141414141414,156.99,159.56,33.12,38.89,9.71,52284
1630,Three bed,Sligo,1027.6,9900,70198,1385.131496350365,0.1037979797979797,156.99,159.56,33.12,38.89,9.71,52284
1631,1 to 3 bed,Sligo,1027.6,9900,70198,1230.7152459016395,0.1037979797979797,156.99,159.56,33.12,38.89,9.71,52284
1632,All bedrooms,Sligo,1006.18,9900,70198,1298.127292225201,0.1016343434343434,156.99,159.56,33.12,38.89,9.71,52284
1633,1 to 3 bed,Sligo,956.13,9900,70198,1230.7152459016395,0.0965787878787878,156.99,159.56,33.12,38.89,9.71,52284
1634,Four plus bed,Sligo,947.29,9900,70198,1680.8637333333334,0.0956858585858585,156.99,159.56,33.12,38.89,9.71,52284
1635,Three bed,Sligo,921.02,9900,70198,1385.131496350365,0.0930323232323232,156.99,159.56,33.12,38.89,9.71,52284
1636,Three bed,Sligo,909.52,9900,70198,1385.131496350365,0.091870707070707,156.99,159.56,33.12,38.89,9.71,52284
1637,All bedrooms,Sligo,897.9,9900,70198,1298.127292225201,0.0906969696969696,156.99,159.56,33.12,38.89,9.71,52284
1638,All bedrooms,Sligo,894.94,9900,70198,1298.127292225201,0.0903979797979798,156.99,159.56,33.12,38.89,9.71,52284
1639,Three bed,Sligo,886.78,9900,70198,1385.131496350365,0.0895737373737373,156.99,159.56,33.12,38.89,9.71,52284
1640,Two bed,Sligo,880.98,9900,70198,1274.9833802816902,0.0889878787878788,156.99,159.56,33.12,38.89,9.71,52284
1641,All bedrooms,Sligo,876.6,9900,70198,1298.127292225201,0.0885454545454545,156.99,159.56,33.12,38.89,9.71,52284
1642,All bedrooms,Sligo,866.58,9900,70198,1298.127292225201,0.0875333333333333,156.99,159.56,33.12,38.89,9.71,52284
1643,1 to 3 bed,Sligo,866.51,9900,70198,1230.7152459016395,0.0875262626262626,156.99,159.56,33.12,38.89,9.71,52284
1644,Three bed,Sligo,861.4,9900,70198,1385.131496350365,0.087010101010101,156.99,159.56,33.12,38.89,9.71,52284
1645,1 to 3 bed,Sligo,857.44,9900,70198,1230.7152459016395,0.086610101010101,156.99,159.56,33.12,38.89,9.71,52284
1646,1 to 3 bed,Sligo,855.59,9900,70198,1230.7152459016395,0.0864232323232323,156.99,159.56,33.12,38.89,9.71,52284
1647,Two bed,Sligo,850.78,9900,70198,1274.9833802816902,0.0859373737373737,156.99,159.56,33.12,38.89,9.71,52284
1648,1 to 2 bed,Sligo,844.33,9900,70198,1184.0090322580645,0.0852858585858585,156.99,159.56,33.12,38.89,9.71,52284
1649,All bedrooms,Sligo,830.54,9900,70198,1298.127292225201,0.0838929292929292,156.99,159.56,33.12,38.89,9.71,52284
1650,1 to 3 bed,Sligo,825.05,9900,70198,1230.7152459016395,0.0833383838383838,156.99,159.56,33.12,38.89,9.71,52284
1651,1 to 2 bed,Sligo,806.06,9900,70198,1184.0090322580645,0.081420202020202,156.99,159.56,33.12,38.89,9.71,52284
1652,Two bed,Sligo,803.51,9900,70198,1274.9833802816902,0.0811626262626262,156.99,159.56,33.12,38.89,9.71,52284
1653,1 to 3 bed,Sligo,790.08,9900,70198,1230.7152459016395,0.0798060606060606,156.99,159.56,33.12,38.89,9.71,52284
1654,1 to 2 bed,Sligo,788.81,9900,70198,1184.0090322580645,0.0796777777777777,156.99,159.56,33.12,38.89,9.71,52284
1655,Two bed,Sligo,788.73,9900,70198,1274.9833802816902,0.0796696969696969,156.99,159.56,33.12,38.89,9.71,52284
1656,1 to 2 bed,Sligo,762.0,9900,70198,1184.0090322580645,0.0769696969696969,156.99,159.56,33.12,38.89,9.71,52284
1657,All bedrooms,Sligo,699.15,9900,70198,1298.127292225201,0.0706212121212121,156.99,159.56,33.12,38.89,9.71,52284
1658,Three bed,Sligo,674.19,9900,70198,1385.131496350365,0.0681,156.99,159.56,33.12,38.89,9.71,52284
1659,One bed,Sligo,670.92,9900,70198,1057.0936904761904,0.0677696969696969,156.99,159.56,33.12,38.89,9.71,52284
1660,One bed,Sligo,652.59,9900,70198,1057.0936904761904,0.0659181818181818,156.99,159.56,33.12,38.89,9.71,52284
1661,1 to 3 bed,Sligo,642.23,9900,70198,1230.7152459016395,0.0648717171717171,156.99,159.56,33.12,38.89,9.71,52284
1662,1 to 2 bed,Sligo,629.03,9900,70198,1184.0090322580645,0.0635383838383838,156.99,159.56,33.12,38.89,9.71,52284
1663,Four plus bed,Tipperary,1118.68,17865,167895,1680.8637333333334,0.0626185278477469,239.31,239.31,87.64,78.01,29.65,54423
1664,Three bed,Tipperary,1035.13,17865,167895,1385.131496350365,0.0579417856143297,239.31,239.31,87.64,78.01,29.65,54423
1665,All bedrooms,Tipperary,1029.51,17865,167895,1298.127292225201,0.0576272040302267,239.31,239.31,87.64,78.01,29.65,54423
1666,Three bed,Tipperary,1020.62,17865,167895,1385.131496350365,0.0571295829834872,239.31,239.31,87.64,78.01,29.65,54423
1667,Four plus bed,Tipperary,1006.42,17865,167895,1680.8637333333334,0.0563347327176042,239.31,239.31,87.64,78.01,29.65,54423
1668,Four plus bed,Tipperary,1000.82,17865,167895,1680.8637333333334,0.056021270640918,239.31,239.31,87.64,78.01,29.65,54423
1669,Four plus bed,Tipperary,973.88,17865,167895,1680.8637333333334,0.0545132941505737,239.31,239.31,87.64,78.01,29.65,54423
1670,1 to 3 bed,Tipperary,958.02,17865,167895,1230.7152459016395,0.0536255247691015,239.31,239.31,87.64,78.01,29.65,54423
1671,All bedrooms,Tipperary,913.63,17865,167895,1298.127292225201,0.0511407780576546,239.31,239.31,87.64,78.01,29.65,54423
1672,Three bed,Tipperary,902.96,17865,167895,1385.131496350365,0.0505435208508256,239.31,239.31,87.64,78.01,29.65,54423
1673,Four plus bed,Tipperary,901.46,17865,167895,1680.8637333333334,0.0504595577945703,239.31,239.31,87.64,78.01,29.65,54423
1674,1 to 3 bed,Tipperary,879.72,17865,167895,1230.7152459016395,0.0492426532325776,239.31,239.31,87.64,78.01,29.65,54423
1675,Three bed,Tipperary,873.73,17865,167895,1385.131496350365,0.048907360761265,239.31,239.31,87.64,78.01,29.65,54423
1676,Three bed,Tipperary,872.98,17865,167895,1385.131496350365,0.0488653792331374,239.31,239.31,87.64,78.01,29.65,54423
1677,Three bed,Tipperary,853.91,17865,167895,1385.131496350365,0.047797928911279,239.31,239.31,87.64,78.01,29.65,54423
1678,Three bed,Tipperary,850.17,17865,167895,1385.131496350365,0.0475885810243492,239.31,239.31,87.64,78.01,29.65,54423
1679,Four plus bed,Tipperary,849.52,17865,167895,1680.8637333333334,0.0475521970333053,239.31,239.31,87.64,78.01,29.65,54423
1680,All bedrooms,Tipperary,838.06,17865,167895,1298.127292225201,0.0469107192835152,239.31,239.31,87.64,78.01,29.65,54423
1681,Three bed,Tipperary,827.35,17865,167895,1385.131496350365,0.0463112230618527,239.31,239.31,87.64,78.01,29.65,54423
1682,Three bed,Tipperary,825.35,17865,167895,1385.131496350365,0.0461992723201791,239.31,239.31,87.64,78.01,29.65,54423
1683,All bedrooms,Tipperary,819.04,17865,167895,1298.127292225201,0.0458460677301987,239.31,239.31,87.64,78.01,29.65,54423
1684,All bedrooms,Tipperary,818.36,17865,167895,1298.127292225201,0.0458080044780296,239.31,239.31,87.64,78.01,29.65,54423
1685,All bedrooms,Tipperary,814.53,17865,167895,1298.127292225201,0.0455936188077246,239.31,239.31,87.64,78.01,29.65,54423
1686,1 to 3 bed,Tipperary,810.25,17865,167895,1230.7152459016395,0.0453540442205429,239.31,239.31,87.64,78.01,29.65,54423
1687,All bedrooms,Tipperary,809.0,17865,167895,1298.127292225201,0.0452840750069969,239.31,239.31,87.64,78.01,29.65,54423
1688,One bed,Tipperary,802.28,17865,167895,1057.0936904761904,0.0449079205149734,239.31,239.31,87.64,78.01,29.65,54423
1689,Two bed,Tipperary,801.06,17865,167895,1274.9833802816902,0.0448396305625524,239.31,239.31,87.64,78.01,29.65,54423
1690,1 to 3 bed,Tipperary,795.83,17865,167895,1230.7152459016395,0.0445468793730758,239.31,239.31,87.64,78.01,29.65,54423
1691,1 to 3 bed,Tipperary,792.71,17865,167895,1230.7152459016395,0.0443722362160649,239.31,239.31,87.64,78.01,29.65,54423
1692,All bedrooms,Tipperary,789.77,17865,167895,1298.127292225201,0.0442076686258046,239.31,239.31,87.64,78.01,29.65,54423
1693,1 to 3 bed,Tipperary,787.43,17865,167895,1230.7152459016395,0.0440766862580464,239.31,239.31,87.64,78.01,29.65,54423
1694,1 to 3 bed,Tipperary,775.02,17865,167895,1230.7152459016395,0.0433820319059613,239.31,239.31,87.64,78.01,29.65,54423
1695,Two bed,Tipperary,771.45,17865,167895,1274.9833802816902,0.0431821998320738,239.31,239.31,87.64,78.01,29.65,54423
1696,Three bed,Tipperary,755.91,17865,167895,1385.131496350365,0.0423123425692695,239.31,239.31,87.64,78.01,29.65,54423
1697,1 to 3 bed,Tipperary,754.9,17865,167895,1230.7152459016395,0.0422558074447243,239.31,239.31,87.64,78.01,29.65,54423
1698,1 to 2 bed,Tipperary,754.07,17865,167895,1184.0090322580645,0.0422093478869297,239.31,239.31,87.64,78.01,29.65,54423
1699,Two bed,Tipperary,749.59,17865,167895,1274.9833802816902,0.0419585782255807,239.31,239.31,87.64,78.01,29.65,54423
1700,All bedrooms,Tipperary,741.85,17865,167895,1298.127292225201,0.0415253288553036,239.31,239.31,87.64,78.01,29.65,54423
1701,Two bed,Tipperary,740.34,17865,167895,1274.9833802816902,0.04144080604534,239.31,239.31,87.64,78.01,29.65,54423
1702,1 to 2 bed,Tipperary,739.87,17865,167895,1184.0090322580645,0.0414144976210467,239.31,239.31,87.64,78.01,29.65,54423
1703,Two bed,Tipperary,738.9,17865,167895,1274.9833802816902,0.041360201511335,239.31,239.31,87.64,78.01,29.65,54423
1704,All bedrooms,Tipperary,732.44,17865,167895,1298.127292225201,0.040998600615729,239.31,239.31,87.64,78.01,29.65,54423
1705,Two bed,Tipperary,728.79,17865,167895,1274.9833802816902,0.0407942905121746,239.31,239.31,87.64,78.01,29.65,54423
1706,1 to 2 bed,Tipperary,725.65,17865,167895,1184.0090322580645,0.0406185278477469,239.31,239.31,87.64,78.01,29.65,54423
1707,All bedrooms,Tipperary,720.66,17865,167895,1298.127292225201,0.0403392107472712,239.31,239.31,87.64,78.01,29.65,54423
1708,Two bed,Tipperary,715.23,17865,167895,1274.9833802816902,0.0400352644836272,239.31,239.31,87.64,78.01,29.65,54423
1709,1 to 2 bed,Tipperary,712.44,17865,167895,1184.0090322580645,0.0398790931989924,239.31,239.31,87.64,78.01,29.65,54423
1710,1 to 2 bed,Tipperary,710.23,17865,167895,1184.0090322580645,0.039755387629443,239.31,239.31,87.64,78.01,29.65,54423
1711,1 to 3 bed,Tipperary,706.88,17865,167895,1230.7152459016395,0.0395678701371396,239.31,239.31,87.64,78.01,29.65,54423
1712,1 to 3 bed,Tipperary,706.32,17865,167895,1230.7152459016395,0.039536523929471,239.31,239.31,87.64,78.01,29.65,54423
1713,1 to 2 bed,Tipperary,702.84,17865,167895,1184.0090322580645,0.0393417296389588,239.31,239.31,87.64,78.01,29.65,54423
1714,1 to 3 bed,Tipperary,698.47,17865,167895,1230.7152459016395,0.0390971172684019,239.31,239.31,87.64,78.01,29.65,54423
1715,Two bed,Tipperary,692.05,17865,167895,1274.9833802816902,0.0387377553876294,239.31,239.31,87.64,78.01,29.65,54423
1716,All bedrooms,Tipperary,689.02,17865,167895,1298.127292225201,0.0385681500139938,239.31,239.31,87.64,78.01,29.65,54423
1717,Two bed,Tipperary,683.14,17865,167895,1274.9833802816902,0.0382390148334732,239.31,239.31,87.64,78.01,29.65,54423
1718,1 to 3 bed,Tipperary,671.66,17865,167895,1230.7152459016395,0.0375964175762664,239.31,239.31,87.64,78.01,29.65,54423
1719,Two bed,Tipperary,667.38,17865,167895,1274.9833802816902,0.0373568429890848,239.31,239.31,87.64,78.01,29.65,54423
1720,1 to 2 bed,Tipperary,662.69,17865,167895,1184.0090322580645,0.03709431849986,239.31,239.31,87.64,78.01,29.65,54423
1721,One bed,Tipperary,649.97,17865,167895,1057.0936904761904,0.0363823117828155,239.31,239.31,87.64,78.01,29.65,54423
1722,1 to 2 bed,Tipperary,637.93,17865,167895,1184.0090322580645,0.0357083683179401,239.31,239.31,87.64,78.01,29.65,54423
1723,One bed,Tipperary,630.87,17865,167895,1057.0936904761904,0.035313182199832,239.31,239.31,87.64,78.01,29.65,54423
1724,One bed,Tipperary,625.73,17865,167895,1057.0936904761904,0.0350254687937307,239.31,239.31,87.64,78.01,29.65,54423
1725,1 to 2 bed,Tipperary,616.82,17865,167895,1184.0090322580645,0.0345267282395745,239.31,239.31,87.64,78.01,29.65,54423
1726,One bed,Tipperary,614.44,17865,167895,1057.0936904761904,0.0343935068569829,239.31,239.31,87.64,78.01,29.65,54423
1727,1 to 2 bed,Tipperary,609.68,17865,167895,1184.0090322580645,0.0341270640917996,239.31,239.31,87.64,78.01,29.65,54423
1728,One bed,Tipperary,569.27,17865,167895,1057.0936904761904,0.0318650993562832,239.31,239.31,87.64,78.01,29.65,54423
1729,One bed,Tipperary,496.05,17865,167895,1057.0936904761904,0.0277665827036104,239.31,239.31,87.64,78.01,29.65,54423
1730,Four plus bed,Waterford,2103.31,23000,127363,1680.8637333333334,0.0914482608695652,156.59,283.68,60.72,105.1,27.18,54057
1731,Four plus bed,Waterford,1628.68,23000,127363,1680.8637333333334,0.0708121739130434,156.59,283.68,60.72,105.1,27.18,54057
1732,All bedrooms,Waterford,1596.86,23000,127363,1298.127292225201,0.0694286956521739,156.59,283.68,60.72,105.1,27.18,54057
1733,Four plus bed,Waterford,1404.21,23000,127363,1680.8637333333334,0.0610526086956521,156.59,283.68,60.72,105.1,27.18,54057
1734,All bedrooms,Waterford,1318.68,23000,127363,1298.127292225201,0.0573339130434782,156.59,283.68,60.72,105.1,27.18,54057
1735,Three bed,Waterford,1216.19,23000,127363,1385.131496350365,0.0528778260869565,156.59,283.68,60.72,105.1,27.18,54057
1736,Three bed,Waterford,1210.91,23000,127363,1385.131496350365,0.0526482608695652,156.59,283.68,60.72,105.1,27.18,54057
1737,1 to 3 bed,Waterford,1209.2,23000,127363,1230.7152459016395,0.0525739130434782,156.59,283.68,60.72,105.1,27.18,54057
1738,All bedrooms,Waterford,1178.4,23000,127363,1298.127292225201,0.0512347826086956,156.59,283.68,60.72,105.1,27.18,54057
1739,1 to 3 bed,Waterford,1171.54,23000,127363,1230.7152459016395,0.0509365217391304,156.59,283.68,60.72,105.1,27.18,54057
1740,Four plus bed,Waterford,1145.86,23000,127363,1680.8637333333334,0.0498199999999999,156.59,283.68,60.72,105.1,27.18,54057
1741,All bedrooms,Waterford,1138.65,23000,127363,1298.127292225201,0.0495065217391304,156.59,283.68,60.72,105.1,27.18,54057
1742,Two bed,Waterford,1107.87,23000,127363,1274.9833802816902,0.0481682608695652,156.59,283.68,60.72,105.1,27.18,54057
1743,All bedrooms,Waterford,1099.33,23000,127363,1298.127292225201,0.0477969565217391,156.59,283.68,60.72,105.1,27.18,54057
1744,1 to 3 bed,Waterford,1099.33,23000,127363,1230.7152459016395,0.0477969565217391,156.59,283.68,60.72,105.1,27.18,54057
1745,1 to 3 bed,Waterford,1095.28,23000,127363,1230.7152459016395,0.0476208695652173,156.59,283.68,60.72,105.1,27.18,54057
1746,Three bed,Waterford,1076.13,23000,127363,1385.131496350365,0.0467882608695652,156.59,283.68,60.72,105.1,27.18,54057
1747,1 to 2 bed,Waterford,1068.1,23000,127363,1184.0090322580645,0.0464391304347826,156.59,283.68,60.72,105.1,27.18,54057
1748,All bedrooms,Waterford,1059.1,23000,127363,1298.127292225201,0.0460478260869565,156.59,283.68,60.72,105.1,27.18,54057
1749,Three bed,Waterford,1032.67,23000,127363,1385.131496350365,0.0448986956521739,156.59,283.68,60.72,105.1,27.18,54057
1750,Three bed,Waterford,1017.84,23000,127363,1385.131496350365,0.0442539130434782,156.59,283.68,60.72,105.1,27.18,54057
1751,All bedrooms,Waterford,992.57,23000,127363,1298.127292225201,0.0431552173913043,156.59,283.68,60.72,105.1,27.18,54057
1752,All bedrooms,Waterford,982.3,23000,127363,1298.127292225201,0.0427086956521739,156.59,283.68,60.72,105.1,27.18,54057
1753,1 to 3 bed,Waterford,962.84,23000,127363,1230.7152459016395,0.0418626086956521,156.59,283.68,60.72,105.1,27.18,54057
1754,1 to 3 bed,Waterford,958.5,23000,127363,1230.7152459016395,0.0416739130434782,156.59,283.68,60.72,105.1,27.18,54057
1755,All bedrooms,Waterford,955.84,23000,127363,1298.127292225201,0.0415582608695652,156.59,283.68,60.72,105.1,27.18,54057
1756,Three bed,Waterford,947.94,23000,127363,1385.131496350365,0.0412147826086956,156.59,283.68,60.72,105.1,27.18,54057
1757,All bedrooms,Waterford,940.74,23000,127363,1298.127292225201,0.0409017391304347,156.59,283.68,60.72,105.1,27.18,54057
1758,All bedrooms,Waterford,928.92,23000,127363,1298.127292225201,0.0403878260869565,156.59,283.68,60.72,105.1,27.18,54057
1759,Two bed,Waterford,927.17,23000,127363,1274.9833802816902,0.0403117391304347,156.59,283.68,60.72,105.1,27.18,54057
1760,Two bed,Waterford,923.06,23000,127363,1274.9833802816902,0.0401330434782608,156.59,283.68,60.72,105.1,27.18,54057
1761,1 to 3 bed,Waterford,922.48,23000,127363,1230.7152459016395,0.0401078260869565,156.59,283.68,60.72,105.1,27.18,54057
1762,1 to 3 bed,Waterford,918.97,23000,127363,1230.7152459016395,0.0399552173913043,156.59,283.68,60.72,105.1,27.18,54057
1763,All bedrooms,Waterford,910.14,23000,127363,1298.127292225201,0.039571304347826,156.59,283.68,60.72,105.1,27.18,54057
1764,1 to 2 bed,Waterford,910.14,23000,127363,1184.0090322580645,0.039571304347826,156.59,283.68,60.72,105.1,27.18,54057
1765,1 to 3 bed,Waterford,910.14,23000,127363,1230.7152459016395,0.039571304347826,156.59,283.68,60.72,105.1,27.18,54057
1766,Two bed,Waterford,897.43,23000,127363,1274.9833802816902,0.0390186956521739,156.59,283.68,60.72,105.1,27.18,54057
1767,Two bed,Waterford,894.28,23000,127363,1274.9833802816902,0.0388817391304347,156.59,283.68,60.72,105.1,27.18,54057
1768,All bedrooms,Waterford,892.63,23000,127363,1298.127292225201,0.03881,156.59,283.68,60.72,105.1,27.18,54057
1769,1 to 2 bed,Waterford,892.63,23000,127363,1184.0090322580645,0.03881,156.59,283.68,60.72,105.1,27.18,54057
